n.id,numberOfConnectedEdges
"""DB02843""",290
"""DB13304""",78
"""DB09112""",608
"""DB12736""",78
"""DB05472""",970
"""DB12424""",1
"""DB06920""",16
"""DB11041""",556
"""DB03957""",2
"""DB02452""",139
"""DB08309""",42
"""DB12208""",130
"""DB00754""",1799
"""DB01590""",7629
"""DB01352""",2138
"""DB07029""",12
"""DB07141""",2
"""DB13781""",1336
"""DB08797""",3081
"""DB01033""",4040
"""DB14871""",732
"""DB13874""",2621
"""DB02613""",10
"""DB09056""",2
"""DB13511""",50
"""DB02113""",55
"""DB03401""",9119
"""DB00999""",5089
"""DB04072""",31
"""DB01756""",21
"""DB16672""",1932
"""DB08491""",2
"""DB06938""",4
"""DB03082""",84
"""DB12568""",556
"""DB16741""",76
"""DB04023""",2
"""DB06879""",12
"""DB02611""",41
"""DB04571""",439
"""DB06853""",87
"""DB00816""",1765
"""DB03861""",8
"""DB02074""",221
"""DB11401""",110
"""DB06162""",732
"""DB03707""",14
"""DB10714""",128
"""DB00804""",2393
"""DB08869""",10
"""DB06974""",161
"""DB14784""",734
"""DB09409""",546
"""DB01822""",257
"""DB08256""",3
"""DB06746""",7
"""DB02181""",203
"""DB08918""",3389
"""DB02998""",538
"""DB15428""",732
"""DB06558""",4
"""DB05442""",2
"""DB08947""",4
"""DB11936""",254
"""DB07597""",2
"""DB04307""",15
"""DB08335""",2
"""DB03871""",19
"""DB07585""",5
"""DB07640""",273
"""DB11976""",1322
"""DB01163""",479
"""DB13634""",1214
"""DB02270""",48
"""DB08264""",50
"""DB11867""",1
"""DB13673""",90
"""DB11884""",734
"""DB11984""",1279
"""DB01754""",36
"""DB03967""",42387
"""DB08356""",2
"""DB06987""",1801
"""DB02858""",4
"""DB03518""",3810
"""DB05541""",3312
"""DB01356""",12838
"""DB11944""",26
"""DB03206""",715
"""DB03550""",13
"""DB07470""",113
"""DB02047""",19
"""DB00091""",22941
"""DB07610""",188
"""DB01627""",1232
"""DB07946""",2
"""DB08199""",12
"""DB03393""",90
"""DB05143""",198
"""DB11946""",3
"""DB12070""",1038
"""DB14962""",810
"""DB13018""",4
"""DB08834""",1740
"""DB09066""",1466
"""DB08791""",2
"""DB12203""",3
"""DB03918""",2086
"""DB00726""",3969
"""DB08048""",114
"""DB07357""",129
"""DB10713""",128
"""DB04178""",778
"""DB10062""",558
"""DB04442""",2
"""DB06021""",78
"""DB11827""",1255
"""DB14337""",354
"""DB16145""",2
"""DB03950""",2
"""DB04173""",11137
"""DB12534""",732
"""DB13664""",270
"""DB11114""",1452
"""DB17083""",258
"""DB02784""",2
"""DB03697""",2
"""DB06317""",814
"""DB03627""",1091
"""DB14208""",1668
"""DB14725""",250
"""DB08657""",105
"""DB01182""",3583
"""DB00571""",8735
"""DB08443""",2
"""DB02779""",210
"""DB09139""",1634
"""DB02987""",49
"""DB12489""",888
"""DB15719""",1444
"""DB00060""",420
"""DB02310""",2
"""DB00274""",1844
"""DB00790""",3217
"""DB03019""",2
"""DB09483""",788
"""DB03996""",2
"""DB07863""",947
"""DB08927""",1710
"""DB13856""",1740
"""DB08748""",33
"""DB11791""",1478
"""DB01143""",1208
"""DB00988""",42726
"""DB04596""",56
"""DB00306""",1814
"""DB13651""",874
"""DB09484""",798
"""DB13711""",76
"""DB02121""",267
"""DB01688""",2736
"""DB05860""",72
"""DB04615""",101
"""DB04515""",20
"""DB00155""",4798
"""DB04372""",41
"""DB04441""",2861
"""DB07426""",71
"""DB08524""",3
"""DB09100""",966
"""DB01067""",3667
"""DB07243""",43
"""DB08439""",3454
"""DB07874""",284
"""DB07424""",2
"""DB02813""",5
"""DB13094""",1
"""DB11708""",696
"""DB09305""",64
"""DB03777""",1394
"""DB04519""",1666
"""DB00189""",1356
"""DB00828""",3033
"""DB12543""",1570
"""DB00751""",2563
"""DB04593""",208
"""DB07037""",6
"""DB13951""",172
"""DB04150""",21
"""DB00901""",1695
"""DB08307""",4
"""DB01902""",53
"""DB04357""",78
"""DB12577""",78
"""DB11972""",810
"""DB03379""",15
"""DB11795""",97
"""DB03101""",86
"""DB07197""",3
"""DB04130""",34
"""DB03835""",85
"""DB03246""",2566
"""DB06702""",2943
"""DB09472""",2039
"""DB05006""",732
"""DB02550""",2
"""DB01188""",178
"""DB14619""",556
"""DB12139""",1
"""DB01199""",3944
"""DB07307""",2
"""DB00767""",1084
"""DB02123""",1113
"""DB01798""",11
"""DB09245""",3458
"""DB03860""",279
"""DB12674""",320
"""DB00504""",301
"""DB03046""",2
"""DB00485""",862
"""DB08685""",18
"""DB02521""",23
"""DB09007""",1044
"""DB12750""",1
"""DB10351""",74
"""DB01429""",948
"""DB08250""",2
"""DB14503""",820
"""DB09325""",1434
"""DB01594""",1479
"""DB04741""",299
"""DB06261""",10
"""DB11237""",2
"""DB00632""",74
"""DB12371""",2679
"""DB02709""",12757
"""DB00423""",1377
"""DB06886""",176
"""DB02518""",134
"""DB06324""",734
"""DB01984""",69
"""DB00489""",3563
"""DB02058""",56
"""DB11920""",5
"""DB12554""",1212
"""DB02448""",260
"""DB03759""",263
"""DB01763""",215
"""DB06174""",708
"""DB12579""",51
"""DB02875""",2
"""DB00940""",1232
"""DB01681""",21
"""DB07693""",2
"""DB13641""",26
"""DB00972""",3007
"""DB07498""",2
"""DB04957""",1448
"""DB03418""",1
"""DB09166""",1834
"""DB00169""",21913
"""DB02427""",4
"""DB01774""",144
"""DB12230""",564
"""DB11713""",26
"""DB07149""",18
"""DB01445""",1601
"""DB04532""",8397
"""DB08604""",1467
"""DB02145""",7002
"""DB14715""",1426
"""DB03609""",7
"""DB08482""",9
"""DB04776""",3
"""DB03483""",99
"""DB06971""",75
"""DB09270""",472
"""DB04637""",136
"""DB09413""",1328
"""DB11556""",2288
"""DB00786""",454
"""DB10316""",556
"""DB02777""",216
"""DB04143""",60
"""DB09422""",172
"""DB11275""",186
"""DB11742""",1572
"""DB06947""",234
"""DB08061""",31
"""DB01494""",2
"""DB13652""",876
"""DB08223""",328
"""DB13020""",1
"""DB07637""",722
"""DB06201""",2015
"""DB03095""",227
"""DB02205""",11
"""DB01476""",13
"""DB03015""",12
"""DB06739""",1382
"""DB12686""",20
"""DB13480""",78
"""DB11400""",2002
"""DB11352""",10
"""DB11638""",758
"""DB04136""",4
"""DB12441""",1
"""DB13354""",1336
"""DB03792""",14
"""DB02929""",75
"""DB13029""",2
"""DB01094""",1544
"""DB15766""",76
"""DB01715""",299
"""DB12341""",108
"""DB13346""",312
"""DB04341""",2
"""DB01484""",2803
"""DB12768""",1456
"""DB16225""",810
"""DB11721""",1
"""DB04332""",10
"""DB06436""",106
"""DB02759""",2366
"""DB01365""",2118
"""DB03604""",1099
"""DB13720""",1028
"""DB02100""",608
"""DB13410""",1256
"""DB06234""",646
"""DB12151""",290
"""DB02260""",3
"""DB02595""",11
"""DB05790""",56
"""DB02144""",16
"""DB01530""",360
"""DB04605""",87
"""DB01467""",2171
"""DB04484""",50
"""DB13760""",238
"""DB09085""",3205
"""DB00346""",2684
"""DB02666""",4
"""DB03885""",2
"""DB15694""",8
"""DB08896""",2906
"""DB12802""",3
"""DB11364""",1454
"""DB03331""",6
"""DB09251""",2642
"""DB12698""",762
"""DB12099""",1
"""DB01939""",3
"""DB04527""",402
"""DB01039""",5424
"""DB07561""",2
"""DB04808""",1846
"""DB09304""",64
"""DB11595""",811
"""DB03118""",26
"""DB03384""",155
"""DB14482""",912
"""DB07670""",358
"""DB01547""",1331
"""DB03009""",18
"""DB03633""",563
"""DB00353""",1959
"""DB11461""",224
"""DB11664""",1326
"""DB04114""",29
"""DB12463""",8
"""DB14530""",1454
"""DB04554""",3
"""DB01908""",1
"""DB12567""",3
"""DB05202""",72
"""DB07698""",2
"""DB03409""",16
"""DB03162""",14
"""DB04055""",6
"""DB04721""",11
"""DB11389""",224
"""DB08327""",207
"""DB02531""",1629
"""DB02126""",4
"""DB02451""",439
"""DB04853""",193
"""DB00707""",150
"""DB07189""",4
"""DB08472""",6095
"""DB13164""",81
"""DB04729""",3389
"""DB08746""",16
"""DB11490""",108
"""DB04769""",160
"""DB05107""",155
"""DB04653""",84
"""DB03005""",24
"""DB02022""",201
"""DB04009""",2
"""DB05434""",99
"""DB15483""",582
"""DB06211""",1646
"""DB04266""",681
"""DB06216""",3745
"""DB06718""",555
"""DB07525""",2
"""DB06652""",1078
"""DB04142""",3
"""DB01650""",397
"""DB08662""",960
"""DB00094""",4
"""DB03785""",36
"""DB06941""",13
"""DB08393""",19
"""DB03826""",800
"""DB12942""",826
"""DB07145""",21
"""DB00801""",1500
"""DB12180""",39
"""DB01521""",126
"""DB03461""",5227
"""DB08032""",2
"""DB01008""",3397
"""DB04764""",2
"""DB13359""",496
"""DB00436""",3800
"""DB08053""",198
"""DB13139""",2754
"""DB01421""",2740
"""DB03280""",53
"""DB08338""",45
"""DB14659""",1622
"""DB04657""",262
"""DB03489""",126
"""DB11886""",1192
"""DB12409""",184
"""DB04915""",86
"""DB03091""",176
"""DB02678""",4739
"""DB07121""",74
"""DB13189""",24
"""DB07881""",3
"""DB02497""",151
"""DB00975""",5133
"""DB00829""",9544
"""DB07447""",4558
"""DB02077""",12
"""DB04598""",9
"""DB11891""",804
"""DB01559""",1858
"""DB02421""",1601
"""DB03360""",29
"""DB05296""",49
"""DB08882""",3308
"""DB03831""",7
"""DB02362""",1106
"""DB02679""",2699
"""DB13650""",558
"""DB03872""",12
"""DB08822""",1618
"""DB02239""",201
"""DB16732""",1030
"""DB01261""",4566
"""DB04221""",262
"""DB04334""",128
"""DB01169""",3593
"""DB12063""",2
"""DB02449""",4
"""DB06358""",16
"""DB08538""",2
"""DB08587""",1486
"""DB04186""",50
"""DB00099""",38
"""DB02309""",5
"""DB03597""",196
"""DB03254""",113
"""DB08883""",2666
"""DB08406""",4
"""DB02827""",3
"""DB08952""",2892
"""DB13803""",2426
"""DB14057""",292
"""DB11609""",1830
"""DB02311""",468
"""DB15167""",50
"""DB00519""",1905
"""DB07510""",38
"""DB12084""",1
"""DB05103""",10
"""DB00392""",1479
"""DB13627""",1684
"""DB13705""",110
"""DB14077""",186
"""DB01925""",2
"""DB03210""",18
"""DB12720""",3
"""DB03017""",5584
"""DB03924""",4
"""DB04135""",41
"""DB01430""",29
"""DB01888""",3
"""DB08040""",41
"""DB13660""",382
"""DB06877""",2
"""DB10836""",128
"""DB02887""",48
"""DB13005""",82
"""DB01738""",2
"""DB04308""",57
"""DB13422""",4
"""DB13545""",24
"""DB00789""",4014
"""DB00333""",8299
"""DB03626""",2
"""DB06990""",2
"""DB08561""",2
"""DB15332""",26
"""DB00831""",3679
"""DB06694""",2269
"""DB11842""",22
"""DB00315""",3056
"""DB09320""",1734
"""DB00890""",931
"""DB07383""",96
"""DB06966""",259
"""DB00723""",1720
"""DB16021""",1378
"""DB02219""",803
"""DB11663""",42
"""DB11635""",222
"""DB02889""",253
"""DB03865""",11
"""DB01242""",5755
"""DB04889""",1179
"""DB03644""",1359
"""DB01380""",2684
"""DB12535""",2
"""DB12725""",1408
"""DB09449""",1554
"""DB14532""",124
"""DB02441""",2
"""DB00919""",3857
"""DB06614""",476
"""DB08738""",2
"""DB11365""",788
"""DB01621""",2278
"""DB05386""",598
"""DB11880""",78
"""DB04448""",12
"""DB03174""",224
"""DB02329""",6528
"""DB00646""",143
"""DB07373""",69
"""DB00342""",3613
"""DB00934""",4317
"""DB07614""",2
"""DB07880""",49
"""DB09015""",1806
"""DB12009""",1
"""DB01347""",1574
"""DB02380""",105
"""DB00157""",2131
"""DB04868""",3787
"""DB06117""",312
"""DB11950""",1292
"""DB02883""",82
"""DB04887""",13
"""DB11665""",20
"""DB02184""",3415
"""DB14409""",838
"""DB04036""",16
"""DB13180""",368
"""DB01884""",60
"""DB00691""",2229
"""DB13357""",1336
"""DB07538""",6
"""DB09252""",2642
"""DB08495""",3
"""DB06013""",190
"""DB10963""",128
"""DB00377""",3233
"""DB11107""",1222
"""DB11175""",122
"""DB12645""",844
"""DB04106""",279
"""DB13435""",1258
"""DB08131""",46
"""DB08078""",227
"""DB08601""",671
"""DB02982""",37
"""DB05171""",2
"""DB02710""",21
"""DB04982""",90
"""DB11672""",2042
"""DB09351""",2148
"""DB04351""",617
"""DB03549""",163
"""DB03159""",11
"""DB14479""",122
"""DB16265""",732
"""DB04944""",269
"""DB08136""",8
"""DB04967""",259
"""DB07292""",14
"""DB14022""",1166
"""DB02165""",332
"""DB03506""",442
"""DB12649""",1678
"""DB14765""",78
"""DB00004""",87
"""DB08118""",180
"""DB16416""",734
"""DB02837""",143
"""DB00852""",3385
"""DB00877""",7318
"""DB04473""",2905
"""DB12189""",734
"""DB08058""",62
"""DB04324""",4
"""DB02405""",9
"""DB03496""",1938
"""DB13590""",468
"""DB07892""",18
"""DB14792""",78
"""DB08147""",2
"""DB00142""",33434
"""DB15810""",556
"""DB13470""",1590
"""DB02347""",9
"""DB08151""",6
"""DB03033""",223
"""DB14997""",734
"""DB00174""",2568
"""DB07933""",21
"""DB02407""",21
"""DB02023""",192
"""DB04814""",2
"""DB05460""",62
"""DB04763""",55
"""DB03279""",1112
"""DB00904""",4267
"""DB04127""",130
"""DB04464""",531
"""DB03175""",3486
"""DB10964""",128
"""DB07901""",2
"""DB06077""",1916
"""DB04013""",6
"""DB15565""",550
"""DB03816""",98
"""DB01550""",1475
"""DB07965""",175
"""DB03888""",30
"""DB16170""",732
"""DB04820""",2721
"""DB07449""",2
"""DB07601""",11
"""DB08691""",21
"""DB00685""",2130
"""DB07353""",3
"""DB01805""",242
"""DB02296""",340
"""DB07606""",11
"""DB07193""",4
"""DB08097""",18
"""DB11251""",1614
"""DB00574""",4055
"""DB01125""",38
"""DB02299""",167
"""DB08340""",4
"""DB00083""",1800
"""DB11866""",732
"""DB07123""",372
"""DB00511""",1026
"""DB06855""",5
"""DB01657""",4
"""DB00898""",178972
"""DB00760""",4496
"""DB02155""",12
"""DB08984""",2840
"""DB13751""",188
"""DB11845""",24
"""DB11892""",1684
"""DB03680""",17
"""DB12406""",1216
"""DB08981""",2772
"""DB08802""",81
"""DB07889""",56
"""DB00207""",5961
"""DB02471""",86
"""DB06727""",1055
"""DB08204""",3
"""DB08242""",11
"""DB08450""",11
"""DB02104""",5
"""DB07256""",16
"""DB12708""",5
"""DB09276""",1620
"""DB12550""",4
"""DB07388""",4
"""DB00744""",1618
"""DB12770""",238
"""DB07791""",2
"""DB03832""",398
"""DB13253""",1330
"""DB03087""",57
"""DB07605""",2
"""DB09296""",1033
"""DB06741""",118
"""DB13821""",1590
"""DB05405""",732
"""DB02662""",3
"""DB12413""",732
"""DB01768""",79
"""DB03999""",8
"""DB07070""",3
"""DB01861""",1609
"""DB01192""",2829
"""DB05868""",58
"""DB13125""",582
"""DB04017""",3056
"""DB00761""",77555
"""DB08626""",211
"""DB07887""",2
"""DB08507""",35
"""DB08542""",9
"""DB13510""",1656
"""DB08645""",70
"""DB12109""",7
"""DB02052""",203
"""DB01174""",7809
"""DB08046""",264
"""DB06255""",669
"""DB07022""",2
"""DB08156""",17
"""DB08056""",2
"""DB03711""",16
"""DB02553""",8
"""DB03622""",223
"""DB07784""",1
"""DB04796""",317
"""DB00363""",9436
"""DB01615""",2172
"""DB03140""",8
"""DB00270""",4526
"""DB08684""",137
"""DB01783""",1718
"""DB00141""",1
"""DB14520""",254
"""DB06935""",187
"""DB04759""",2
"""DB00905""",865
"""DB02140""",2
"""DB15873""",10
"""DB00713""",3752
"""DB07595""",197
"""DB12177""",1355
"""DB08721""",9
"""DB08701""",917
"""DB00276""",1090
"""DB03504""",2
"""DB12494""",13
"""DB02767""",99
"""DB04601""",10
"""DB08392""",3
"""DB13358""",1088
"""DB01612""",769
"""DB04285""",2
"""DB00819""",4486
"""DB09567""",172
"""DB07036""",296
"""DB01413""",3289
"""DB00728""",3258
"""DB07513""",8
"""DB01221""",40649
"""DB01898""",8
"""DB04569""",2148
"""DB02558""",105
"""DB02409""",89
"""DB01166""",4493
"""DB02857""",8857
"""DB05013""",280
"""DB13269""",1450
"""DB07843""",2
"""DB08743""",14
"""DB08367""",10
"""DB08745""",22
"""DB08451""",194
"""DB11701""",26
"""DB15857""",556
"""DB12462""",1
"""DB04844""",1898
"""DB04163""",16
"""DB00208""",3605
"""DB07131""",171
"""DB02797""",19
"""DB03325""",125
"""DB12926""",1218
"""DB00220""",3830
"""DB05252""",1980
"""DB14068""",2488
"""DB05519""",3
"""DB04433""",8193
"""DB07122""",48
"""DB07910""",8
"""DB12378""",3
"""DB00034""",1370
"""DB04772""",2
"""DB06712""",3616
"""DB02812""",90
"""DB13244""",110
"""DB07608""",4
"""DB08755""",2
"""DB03666""",78
"""DB00711""",1844
"""DB06147""",198
"""DB12745""",27
"""DB04284""",131
"""DB03086""",2
"""DB07729""",1
"""DB00311""",1756
"""DB06685""",220
"""DB02366""",2
"""DB08537""",2
"""DB07738""",4
"""DB01713""",250
"""DB11907""",127
"""DB01534""",1428
"""DB00969""",2440
"""DB02175""",2909
"""DB06693""",258
"""DB08215""",18
"""DB13362""",1616
"""DB03800""",950
"""DB02646""",41
"""DB03434""",1690
"""DB03026""",32
"""DB13345""",2058
"""DB03160""",10
"""DB08213""",4
"""DB04342""",107
"""DB02457""",24
"""DB11764""",2
"""DB03205""",225
"""DB03150""",219
"""DB03141""",8
"""DB03136""",105
"""DB11390""",1238
"""DB00859""",2409
"""DB12191""",4
"""DB07202""",216
"""DB01958""",16
"""DB15206""",26
"""DB04538""",270
"""DB01581""",399
"""DB14778""",732
"""DB00740""",3621
"""DB00619""",14136
"""DB03541""",108
"""DB11902""",2
"""DB09345""",3158
"""DB12025""",1452
"""DB09216""",2955
"""DB06543""",1272
"""DB07298""",2
"""DB07671""",6
"""DB00040""",389
"""DB12887""",1287
"""DB01616""",1373
"""DB00013""",1411
"""DB03649""",80
"""DB00445""",30801
"""DB01024""",4838
"""DB06848""",12
"""DB06911""",333
"""DB12094""",6
"""DB06681""",703
"""DB08891""",4
"""DB00493""",4949
"""DB14035""",1196
"""DB01339""",2907
"""DB00793""",52
"""DB11582""",1334
"""DB07621""",81
"""DB03341""",2
"""DB12526""",1345
"""DB01852""",3487
"""DB07544""",2
"""DB12661""",2359
"""DB01932""",18
"""DB08334""",2
"""DB15381""",2
"""DB09204""",3246
"""DB04807""",96
"""DB13677""",78
"""DB08363""",37
"""DB01370""",22500
"""DB00416""",2253
"""DB01601""",6941
"""DB14026""",738
"""DB00799""",811
"""DB13744""",732
"""DB03477""",16
"""DB06176""",1972
"""DB13575""",1256
"""DB07366""",488
"""DB00072""",1943
"""DB02383""",105
"""DB12020""",796
"""DB07806""",2
"""DB07789""",10
"""DB01444""",7
"""DB02192""",397
"""DB03337""",2
"""DB05134""",10
"""DB04003""",528
"""DB03449""",12
"""DB03966""",88
"""DB11235""",1036
"""DB07493""",2
"""DB03413""",365
"""DB01819""",211
"""DB00941""",1990
"""DB03059""",93
"""DB00913""",93
"""DB07870""",17
"""DB00787""",5112
"""DB06930""",2
"""DB13563""",928
"""DB00720""",2920
"""DB07302""",450
"""DB03296""",82
"""DB12730""",79
"""DB03446""",9
"""DB08886""",120
"""DB07512""",14
"""DB14583""",514
"""DB00797""",1615
"""DB05943""",2
"""DB02801""",1
"""DB00192""",6
"""DB02349""",143
"""DB00542""",2170
"""DB06659""",8
"""DB08315""",4
"""DB05779""",78
"""DB04416""",8
"""DB03440""",45
"""DB04191""",14
"""DB11466""",3284
"""DB13573""",1214
"""DB06235""",716
"""DB09136""",1454
"""DB07824""",54
"""DB08980""",1950
"""DB06212""",3143
"""DB08728""",2
"""DB12914""",2
"""DB14960""",1936
"""DB04365""",654
"""DB08664""",9
"""DB01766""",43
"""DB07163""",76
"""DB11577""",1454
"""DB01721""",62
"""DB03074""",55
"""DB03134""",42
"""DB07011""",12
"""DB12776""",2
"""DB01154""",2807
"""DB15095""",16
"""DB00958""",40518
"""DB07666""",42
"""DB12682""",5
"""DB08608""",3
"""DB12511""",3
"""DB04738""",30
"""DB00326""",493
"""DB00298""",201
"""DB02187""",356
"""DB02049""",38
"""DB11871""",1571
"""DB04327""",1271
"""DB09357""",1682
"""DB06662""",696
"""DB01811""",383
"""DB07912""",2
"""DB11793""",101
"""DB00530""",10587
"""DB04746""",208
"""DB07770""",1
"""DB01119""",2532
"""DB07196""",3
"""DB05306""",4
"""DB03290""",22
"""DB16258""",2
"""DB12265""",2306
"""DB04362""",30
"""DB01892""",503
"""DB08541""",4
"""DB06365""",78
"""DB15131""",388
"""DB16002""",124
"""DB02136""",182
"""DB13947""",296
"""DB00622""",4122
"""DB13808""",18
"""DB01871""",24
"""DB03513""",2
"""DB03810""",8
"""DB07348""",9641
"""DB08590""",4
"""DB02894""",7
"""DB07667""",9
"""DB05016""",531
"""DB02442""",2
"""DB07565""",113
"""DB03796""",13759
"""DB06724""",724
"""DB04085""",2
"""DB11230""",186
"""DB02946""",43
"""DB11775""",1
"""DB14579""",70
"""DB03564""",2850
"""DB04429""",25
"""DB13996""",548
"""DB00814""",6528
"""DB02107""",7
"""DB11669""",82
"""DB11948""",30
"""DB07717""",425
"""DB04753""",5
"""DB12089""",1366
"""DB05542""",1354
"""DB14528""",1454
"""DB02538""",2
"""DB00658""",978
"""DB12301""",680
"""DB15415""",732
"""DB03452""",2
"""DB08641""",94
"""DB01415""",3639
"""DB11861""",1
"""DB00705""",2495
"""DB00495""",7248
"""DB08578""",64
"""DB01643""",3180
"""DB07560""",50
"""DB00655""",3577
"""DB13028""",112
"""DB00430""",1606
"""DB04524""",202
"""DB03422""",48
"""DB01573""",1
"""DB12183""",8
"""DB11537""",428
"""DB11623""",1
"""DB02304""",319
"""DB03424""",1296
"""DB08844""",12392
"""DB04447""",3415
"""DB01442""",2657
"""DB04785""",222
"""DB01983""",859
"""DB08083""",15
"""DB01905""",4
"""DB04333""",111
"""DB08231""",3295
"""DB07846""",8
"""DB13956""",4022
"""DB17851""",22
"""DB12012""",1
"""DB05797""",734
"""DB02789""",2242
"""DB14678""",1006
"""DB02481""",37
"""DB06292""",3048
"""DB01297""",2785
"""DB04316""",22
"""DB13312""",1664
"""DB07092""",2
"""DB04225""",14
"""DB01885""",2899
"""DB04140""",54
"""DB08034""",2
"""DB08079""",16
"""DB08999""",324
"""DB00848""",5014
"""DB07406""",7
"""DB13382""",1648
"""DB04631""",53
"""DB02492""",8
"""DB11901""",3202
"""DB00133""",7294
"""DB14938""",1312
"""DB08619""",329
"""DB04499""",263
"""DB00393""",4824
"""DB03456""",2
"""DB07642""",3
"""DB02065""",3
"""DB00246""",5101
"""DB03386""",2
"""DB13152""",180
"""DB15975""",216
"""DB07336""",2
"""DB02986""",2
"""DB00383""",1051
"""DB08941""",1630
"""DB13800""",368
"""DB03234""",87
"""DB08028""",2
"""DB01113""",2306
"""DB07064""",2
"""DB02062""",37
"""DB03662""",27
"""DB03672""",23
"""DB00842""",3124
"""DB08652""",84
"""DB01234""",5566
"""DB01345""",1994
"""DB13636""",1100
"""DB14905""",732
"""DB07294""",18
"""DB03317""",72
"""DB00320""",4134
"""DB04004""",2
"""DB14738""",184
"""DB03437""",4
"""DB02230""",18
"""DB03358""",6
"""DB06981""",22
"""DB13615""",260
"""DB01829""",2
"""DB16077""",810
"""DB00059""",880
"""DB09262""",2458
"""DB12858""",3
"""DB02967""",3769
"""DB01248""",12165
"""DB08665""",17
"""DB13728""",274
"""DB16900""",12
"""DB11943""",3098
"""DB07591""",306
"""DB00836""",4127
"""DB08173""",2
"""DB11059""",796
"""DB02372""",59
"""DB08712""",8
"""DB07401""",388
"""DB00690""",3135
"""DB08922""",2305
"""DB03167""",17
"""DB07099""",266
"""DB07825""",14
"""DB02740""",2063
"""DB05232""",8862
"""DB12588""",9
"""DB13219""",1352
"""DB13976""",734
"""DB02400""",35
"""DB15626""",1322
"""DB01685""",2283
"""DB04288""",4
"""DB04099""",222
"""DB00794""",4169
"""DB04638""",904
"""DB04525""",2
"""DB07613""",2
"""DB00395""",1716
"""DB02961""",2142
"""DB07943""",15
"""DB15432""",734
"""DB08539""",2
"""DB02831""",34924
"""DB07586""",797
"""DB06217""",1312
"""DB06830""",11
"""DB03845""",2
"""DB08432""",10
"""DB08875""",1321
"""DB02191""",7
"""DB02162""",5
"""DB01218""",2279
"""DB08831""",2949
"""DB09226""",1534
"""DB03588""",19
"""DB11960""",1586
"""DB09098""",552
"""DB00001""",1309
"""DB08378""",4
"""DB15821""",998
"""DB00066""",424
"""DB16394""",758
"""DB07797""",125
"""DB09039""",1714
"""DB00759""",6854
"""DB03809""",3
"""DB07708""",2
"""DB08589""",6
"""DB04847""",818
"""DB13633""",344
"""DB01706""",1
"""DB12523""",801
"""DB13069""",78
"""DB02688""",401
"""DB09371""",1070
"""DB12054""",1256
"""DB05456""",18
"""DB09167""",3768
"""DB04665""",3971
"""DB00373""",4537
"""DB07536""",34
"""DB09374""",188
"""DB00597""",10550
"""DB06011""",1292
"""DB04624""",87
"""DB02069""",210
"""DB04954""",302
"""DB14646""",1706
"""DB13166""",1667
"""DB10717""",128
"""DB01820""",4
"""DB04701""",67
"""DB08617""",20
"""DB11648""",7
"""DB12412""",1294
"""DB11362""",2114
"""DB07323""",10
"""DB12188""",1
"""DB05105""",267
"""DB15941""",732
"""DB02925""",1969
"""DB07768""",21050
"""DB01452""",8085
"""DB02768""",1115
"""DB04876""",2020
"""DB13699""",224
"""DB13792""",1428
"""DB11753""",2268
"""DB06589""",4720
"""DB09234""",1516
"""DB08727""",5
"""DB04708""",9
"""DB00581""",2604
"""DB01692""",3415
"""DB01795""",646
"""DB07142""",97
"""DB11898""",1194
"""DB07104""",63
"""DB07511""",2
"""DB07821""",8
"""DB06623""",1602
"""DB08488""",2
"""DB02418""",463
"""DB01246""",2198
"""DB06199""",324
"""DB02540""",409
"""DB14499""",2200
"""DB02083""",721
"""DB07611""",50
"""DB00484""",2298
"""DB00242""",2078
"""DB01549""",6
"""DB06771""",161
"""DB14718""",1330
"""DB07949""",6
"""DB12470""",26
"""DB05115""",1840
"""DB02503""",4
"""DB09037""",839
"""DB02211""",17
"""DB01556""",2062
"""DB03552""",256
"""DB13753""",4
"""DB13283""",224
"""DB13722""",2772
"""DB08613""",2
"""DB01749""",185
"""DB02016""",40
"""DB02515""",4050
"""DB00492""",2802
"""DB04084""",5041
"""DB04239""",2
"""DB07664""",572
"""DB11747""",4
"""DB00154""",651
"""DB03008""",12
"""DB07012""",4
"""DB06745""",19
"""DB05521""",2664
"""DB11723""",1292
"""DB11964""",62
"""DB03864""",777
"""DB06951""",94
"""DB10794""",556
"""DB01130""",367
"""DB02224""",2279
"""DB13816""",382
"""DB07083""",192
"""DB02424""",1996
"""DB03536""",3
"""DB14058""",28
"""DB08042""",75
"""DB08263""",12
"""DB12458""",10
"""DB02431""",831
"""DB09149""",1454
"""DB00929""",920
"""DB15654""",556
"""DB14737""",2406
"""DB07619""",24
"""DB11731""",734
"""DB13912""",112
"""DB04562""",106
"""DB01588""",1692
"""DB12200""",8
"""DB07527""",32
"""DB08111""",66
"""DB16007""",256
"""DB13313""",98
"""DB00886""",1775
"""DB11555""",1326
"""DB06150""",714
"""DB01631""",9
"""DB02520""",1789
"""DB04070""",683
"""DB09018""",52
"""DB11740""",13
"""DB05461""",145
"""DB11411""",208
"""DB00150""",6021
"""DB05255""",4
"""DB04195""",6
"""DB12066""",3
"""DB04102""",7521
"""DB00486""",3090
"""DB07651""",176
"""DB04235""",7
"""DB02685""",11
"""DB13528""",1080
"""DB04830""",1412
"""DB02216""",146
"""DB07788""",266
"""DB02849""",58
"""DB02751""",569
"""DB01485""",296
"""DB08566""",96
"""DB15627""",810
"""DB01134""",265
"""DB04865""",701
"""DB07060""",638
"""DB03690""",1887
